Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity (Runoff)|Hazard|Difference|Land area weighted,%,2.809037894,2.648892505,2.593279441,3.269392655,3.438420959,3.353906807,3.184878503,2.931336048,2.593279441,2.528783463,2.548801637,2.56881981,2.588837984,2.608856157,2.628874331,2.638883418,2.658901591
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity (Runoff)|Hazard|Difference|Population weighted,%,1.974608502,1.232708786,0.666535775,1.46200049,1.680658202,1.616105894,1.45511587,1.197296773,0.843235354,0.88065793,1.015562944,1.150731718,1.286559658,1.424197014,1.562112676,1.648113654,1.786993623
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity (Runoff)|Hazard|Risk score,risk score,1.413174932,1.452158297,1.496930285,1.582222635,1.603545722,1.592884179,1.571561091,1.53957646,1.496930285,1.481395821,1.4765229,1.47164998,1.466777059,1.461904138,1.457031218,1.454594757,1.449721837
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity (Runoff)|Hazard|Risk score|Land area weighted,risk score,1.484186134,1.516085332,1.55399901,1.634014045,1.654017804,1.644015925,1.624012166,1.594006527,1.55399901,1.54000973,1.536022331,1.532034931,1.528047531,1.524060131,1.520072732,1.518079032,1.514091632
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity (Runoff)|Hazard|Risk score|Population weighted,risk score,2.351531804,2.317567141,2.301547542,2.42179848,2.44761779,2.42661818,2.390199537,2.338749927,2.272162365,2.257111246,2.257609327,2.258683204,2.259862149,2.261266559,2.262747923,2.261981973,2.26366599
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Exposure|Land area,km2,2632316.822,2713818.172,2808663.772,2996919.118,3043982.955,3020451.037,2973387.2,2902791.445,2808663.772,2774944.184,2764756.516,2754568.847,2744381.178,2734193.51,2724005.841,2718912.006,2708724.338
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Exposure|Land area|%,%,7.538635877,7.772045851,8.043672137,8.5828126,8.717597716,8.650205158,8.515420042,8.313242368,8.043672137,7.947103332,7.917927085,7.888750838,7.859574592,7.830398345,7.801222098,7.786633975,7.757457728
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Exposure|Population,people,994560730.5,990318162.9,992751804.3,1057304189,1087369371,1087157708,1081174256,1056891171,1027509342,1012874362,1003991191,989760139.1,975534784.9,957825859.1,940043564,918738934,900207799.7
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Exposure|Population|%,%,22.05321329,21.28236203,20.69632044,21.60508154,21.78536536,21.60458524,21.311923,20.88933811,20.36384083,20.29111402,20.33493218,20.3862722,20.44183624,20.50246453,20.56690898,20.57769703,20.65521106
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Absolute,-,503.728641,500.7512327,498.2853876,499.4004842,499.6792584,499.5398713,499.2610971,498.8429359,498.2853876,498.5181765,498.8903526,499.2625286,499.6347046,500.0068807,500.3790567,500.5651447,500.9373208
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Absolute|Land area weighted,-,535.7172538,532.4222732,529.6797942,530.8048266,531.0860846,530.9454556,530.6641975,530.2423104,529.6797942,529.9510377,530.3629103,530.7747829,531.1866555,531.5985281,532.0104006,532.2163369,532.6282095
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Absolute|Population weighted,-,1812.894056,1806.742403,1801.507062,1799.625757,1796.887659,1790.783225,1784.577688,1777.281352,1769.919237,1762.991244,1756.195159,1748.469888,1740.770747,1732.830603,1724.913319,1716.621614,1708.98135
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Difference,%,1.93719035,1.660197023,1.448171732,1.690922703,1.751610445,1.721266574,1.660578831,1.569547217,1.448171732,1.452452027,1.487076193,1.521700359,1.556324525,1.590948691,1.625572857,1.64288494,1.677509105
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Difference|Land area weighted,%,2.031400939,1.697900093,1.434746849,1.664026815,1.721346807,1.692686811,1.635366819,1.549386832,1.434746849,1.447774459,1.489462065,1.531149671,1.572837276,1.614524882,1.656212488,1.67705629,1.718743896
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Difference|Population weighted,%,2.130612297,1.306605379,0.588002623,0.800472659,0.831790287,0.775334354,0.687962355,0.563846052,0.408330248,0.460208336,0.545864192,0.638415274,0.733346264,0.833243077,0.935080452,0.980291642,1.08786854
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Risk score,risk score,1.338465024,1.366198164,1.393362178,1.416542304,1.422337336,1.41943982,1.413644789,1.404952241,1.393362178,1.38699802,1.383531377,1.380064735,1.376598092,1.37313145,1.369664807,1.367931486,1.364464843
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Risk score|Land area weighted,risk score,1.377946984,1.400625079,1.423231234,1.445333808,1.450859452,1.44809663,1.442570986,1.434282521,1.423231234,1.417633651,1.414798889,1.411964127,1.409129365,1.406294603,1.403459841,1.40204246,1.399207698
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Drought intensity|Hazard|Risk score|Population weighted,risk score,2.207449232,2.160096152,2.121029579,2.15142142,2.15539461,2.146198638,2.132688365,2.114714727,2.092519713,2.090096993,2.092158126,2.094919279,2.097824658,2.101009507,2.104313463,2.104550147,2.10824411
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Exposure|Land area,km2,11948864.91,15346320.78,18477652.46,19746114.87,20063230.47,19904672.67,19587557.07,19111883.67,18477652.46,17894412.68,17469730.7,17045048.71,16620366.73,16195684.74,15771002.76,15558661.77,15133979.79
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Exposure|Land area|%,%,34.22009879,43.95000003,52.91775391,56.55047627,57.45865687,57.00456657,56.09638598,54.73411509,52.91775391,51.24742596,50.0311883,48.81495065,47.59871299,46.38247534,45.16623768,44.55811885,43.3418812
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Exposure|Population,people,2082689186,2774726049,3448246769,3634913164,3756880499,3801189269,3834333085,3816181332,3787668801,3671405526,3566539424,3436922091,3309115914,3167069212,3027699936,2924996340,2783839827
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Exposure|Population|%,%,46.18118072,59.61323304,71.88707163,74.26135851,75.26882446,75.53352317,75.58172149,75.42853931,75.06645579,73.55784607,72.23702554,70.8005896,69.34084429,67.80174705,66.24206725,65.52181688,63.87502884
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Absolute,events/yr,1.120494389,1.36789724,1.597447381,1.702028553,1.728173846,1.7151012,1.688955907,1.649737967,1.597447381,1.553449378,1.522524021,1.491598665,1.460673309,1.429747952,1.398822596,1.383359918,1.352434561
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Absolute|Land area weighted,events/yr,1.13980685,1.401079915,1.643492695,1.753883485,1.781481183,1.767682334,1.740084637,1.69868809,1.643492695,1.597034713,1.56437558,1.531716447,1.499057314,1.466398181,1.433739048,1.417409481,1.384750348
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Absolute|Population weighted,events/yr,1.158361052,1.419790146,1.665077445,1.781767855,1.814160644,1.803110383,1.777605272,1.737506752,1.682613661,1.637355689,1.606378155,1.574942691,1.543363095,1.511218143,1.478967267,1.462945256,1.430036068
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Difference,%,569.2519789,744.9026987,907.8917431,982.2490601,1000.838389,991.5437247,972.9543955,945.0704016,907.8917431,876.6407385,854.6843985,832.7280586,810.7717186,788.8153786,766.8590386,755.8808687,733.9245287
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Difference|Land area weighted,%,605.6155706,797.2842034,975.1227215,1056.150436,1076.407365,1066.278901,1046.021972,1015.636579,975.1227215,941.035678,917.0770989,893.1185198,869.1599407,845.2013616,821.2427825,809.263493,785.3049139
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Difference|Population weighted,%,455.0526428,594.549166,725.9071275,788.142075,806.6671538,802.3798194,790.5396609,770.9939016,743.6776801,720.7673295,705.2793056,689.3843746,673.3797897,656.8844505,640.3063154,632.1554254,614.9302493
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Risk score,risk score,2.564578164,2.85649594,3.121354659,3.196799978,3.215661308,3.206230643,3.187369313,3.159077319,3.121354659,3.075434272,3.03894455,3.002454828,2.965965106,2.929475384,2.892985662,2.874740801,2.838251079
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Risk score|Land area weighted,risk score,2.65008298,2.934088124,3.191358901,3.261489101,3.279021651,3.270255376,3.252722826,3.226424001,3.191358901,3.147091982,3.111591339,3.076090696,3.040590053,3.00508941,2.969588767,2.951838446,2.916337803
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p95 10 days|Hazard|Risk score|Population weighted,risk score,3.010957835,3.351259224,3.660419214,3.740464452,3.76915591,3.770369719,3.763081151,3.747517579,3.723485015,3.682348462,3.649566763,3.614814406,3.57996222,3.543665278,3.507288439,3.490467944,3.452574062
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Exposure|Land area,km2,14404097.42,19382721.3,23925522.09,25417561.29,25790571.09,25604066.19,25231056.39,24671541.69,23925522.09,23116689.2,22494361.22,21872033.23,21249705.25,20627377.26,20005049.28,19693885.29,19071557.3
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Exposure|Land area|%,%,41.2515867,55.50976119,68.51979127,72.79281045,73.86106524,73.32693785,72.25868305,70.65630086,68.51979127,66.20339206,64.42112025,62.63884843,60.85657662,59.07430481,57.292033,56.40089709,54.61862528
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Exposure|Population,people,2392699265,3271928716,4106632599,4305899148,4424564735,4451930101,4465816305,4419408958,4361116841,4203502425,4061613532,3897805441,3737672282,3565952098,3398565425,3276526238,3111414959
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Exposure|Population|%,%,53.05528924,70.30788579,85.61272195,87.98055582,88.64582902,88.46825885,88.0294113,87.35036065,86.43141778,84.21445584,82.26430316,80.29022988,78.32102545,76.33705861,74.35611329,73.39312971,71.39121953
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Absolute,events/yr,1.022548601,1.35577575,1.669475612,1.84648447,1.890736684,1.868610577,1.824358362,1.757980041,1.669475612,1.605696111,1.564042718,1.522389324,1.480735931,1.439082537,1.397429143,1.376602447,1.334949053
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Absolute|Land area weighted,events/yr,1.05338102,1.407143101,1.740187055,1.928204126,1.975208394,1.95170626,1.904701992,1.834195591,1.740187055,1.672464661,1.628244401,1.584024141,1.539803881,1.495583621,1.451363361,1.429253231,1.385032971
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Absolute|Population weighted,events/yr,0.996203561,1.329010738,1.646094764,1.837468562,1.888090628,1.866958253,1.821772137,1.752341188,1.658353904,1.593749191,1.55300053,1.512071326,1.470959053,1.429341943,1.387581192,1.366615775,1.324140606
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Difference,%,1024.927112,1423.91874,1798.929771,2006.076634,2057.86335,2031.969992,1980.183277,1902.503203,1798.929771,1723.16246,1673.288507,1623.414553,1573.5406,1523.666647,1473.792693,1448.855716,1398.981763
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Difference|Land area weighted,%,1091.173375,1525.36237,1933.415169,2158.514585,2214.789439,2186.652012,2130.377158,2045.964877,1933.415169,1851.004117,1796.730493,1742.456868,1688.183244,1633.909619,1579.635995,1552.499183,1498.225558
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Difference|Population weighted,%,791.4587703,1103.905599,1402.175568,1579.809503,1628.651644,1611.470472,1572.136294,1510.25597,1425.660237,1366.704946,1329.637841,1292.156624,1254.438061,1215.939661,1177.256268,1157.795509,1117.932818
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Risk score,risk score,2.799183763,3.125556164,3.417909174,3.472126438,3.485680754,3.478903596,3.46534928,3.445017806,3.417909174,3.370335465,3.329538915,3.288742365,3.247945815,3.207149265,3.166352714,3.145954439,3.105157889
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Risk score|Land area weighted,risk score,2.866328718,3.175308521,3.452149861,3.504021949,3.516989971,3.51050596,3.497537938,3.478085905,3.452149861,3.407043374,3.368420899,3.329798423,3.291175948,3.252553472,3.213930997,3.194619759,3.155997284
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Heatwave p99 5 days|Hazard|Risk score|Population weighted,risk score,3.257333564,3.611879583,3.930137908,3.991670173,4.011175572,4.008427052,3.99860822,3.981936821,3.958145163,3.911387591,3.871657306,3.830958241,3.790247596,3.748830208,3.707406924,3.687079993,3.644835359
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Exposure|Land area,km2,5059817.925,5407457.768,5721776.128,5802844.109,5823111.104,5812977.606,5792710.611,5762310.119,5721776.128,5668187.65,5624732.67,5581277.69,5537822.709,5494367.729,5450912.748,5429185.258,5385730.278
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Exposure|Land area|%,%,14.49070439,15.48630271,16.38647234,16.6186412,16.67668341,16.64766231,16.58962009,16.50255677,16.38647234,16.23300145,16.10855166,15.98410187,15.85965208,15.73520229,15.6107525,15.5485276,15.42407782
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Exposure|Population,people,888391055.6,1032879043,1170222143,1214204638,1246217223,1256479918,1264648363,1257157226,1247678406,1220499258,1196043753,1164432520,1133596704,1098141644,1063515170,1032765941,997169828.1
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Exposure|Population|%,%,19.69902574,22.19230157,24.39612031,24.8084462,24.9678704,24.96850862,24.92853339,24.84794315,24.72729291,24.45185911,24.22478287,23.98575978,23.75394353,23.50766669,23.2683043,23.13277079,22.87999867
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Absolute,days/yr,10.62254083,10.72859409,10.8253801,10.85729526,10.86527406,10.86128466,10.85330587,10.84133768,10.8253801,10.80813404,10.79487738,10.78162073,10.76836407,10.75510741,10.74185075,10.73522242,10.72196576
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Absolute|Land area weighted,days/yr,11.61752779,11.73049486,11.83374464,11.86897333,11.87778051,11.87337692,11.86456975,11.85135898,11.83374464,11.81522017,11.80109928,11.7869784,11.77285751,11.75873663,11.74461574,11.7375553,11.72343442
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Absolute|Population weighted,days/yr,18.4054338,18.59644049,18.76386079,18.75923617,18.7352216,18.6861674,18.63411921,18.58144824,18.52597308,18.45453852,18.3863514,18.31427027,18.24242091,18.16646584,18.0907325,18.02214963,17.94191565
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Difference,%,16.32307989,19.48326213,22.41236141,23.72388008,24.05175975,23.88781992,23.55994025,23.06812075,22.41236141,21.8533988,21.45837602,21.06335324,20.66833046,20.27330768,19.87828491,19.68077352,19.28575074
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Difference|Land area weighted,%,14.94986917,17.85850823,20.55043426,21.72536903,22.01910273,21.87223588,21.57850219,21.13790165,20.55043426,20.03998753,19.67640765,19.31282776,18.94924788,18.585668,18.22208812,18.04029817,17.67671829
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Difference|Population weighted,%,6.554708064,8.464497188,10.21244748,10.65514031,10.86955306,10.97149458,11.03506972,11.05397464,11.03443701,10.87883844,10.758285,10.62180735,10.4823106,10.33379519,10.18243436,10.14491827,9.981847206
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Risk score,risk score,1.353010449,1.385995775,1.416224924,1.427160837,1.429894816,1.428527826,1.425793848,1.421692881,1.416224924,1.410734769,1.406611603,1.402488438,1.398365272,1.394242106,1.390118941,1.388057358,1.383934192
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Risk score|Land area weighted,risk score,1.422236517,1.455088731,1.485165607,1.495815111,1.498477487,1.497146299,1.494483923,1.490490359,1.485165607,1.479727892,1.475621365,1.471514838,1.467408312,1.463301785,1.459195258,1.457141995,1.453035468
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Very heavy precipitation days|Hazard|Risk score|Population weighted,risk score,2.321822256,2.365659683,2.404086056,2.405283612,2.401734423,2.39510206,2.387742315,2.379886968,2.371360156,2.359447913,2.348282306,2.337209678,2.326150955,2.315061549,2.30398379,2.295844825,2.284768986
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Exposure|Land area,km2,25579902.39,28059714.89,30255689.11,30464795.36,30517071.93,30490933.65,30438657.08,30360242.24,30255689.11,29919574.26,29609597.7,29299621.14,28989644.58,28679668.01,28369691.45,28214703.17,27904726.61
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Exposure|Land area|%,%,73.25773564,80.35961766,86.64862129,87.24747622,87.39718995,87.32233309,87.17261935,86.94804875,86.64862129,85.68602917,84.79829392,83.91055866,83.02282341,82.13508816,81.24735291,80.80348528,79.91575003
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Exposure|Population,people,3987500636,4386974731,4758934943,4860777167,4959101229,4999494266,5039264047,5024139764,5008415633,4924378420,4842731915,4734858699,4628819803,4506463480,4385962105,4273676770,4150468461
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Exposure|Population|%,%,88.41813207,94.27313847,99.21154722,99.32055518,99.35522835,99.35021631,99.33311563,99.30260138,99.26000146,98.65519586,98.08514851,97.5307915,96.99456943,96.46906265,95.95904577,95.72769804,95.23223646
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Absolute,CDD/yr,1519.639771,1553.596583,1585.637036,1604.26298,1608.919466,1606.591223,1601.934737,1594.950008,1585.637036,1579.064192,1574.81959,1570.574989,1566.330387,1562.085786,1557.841184,1555.718883,1551.474282
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Absolute|Land area weighted,CDD/yr,1620.982688,1655.769745,1688.599818,1707.730994,1712.513789,1710.122391,1705.339597,1698.165406,1688.599818,1681.860039,1677.511656,1673.163274,1668.814892,1664.46651,1660.118128,1657.943937,1653.595554
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Absolute|Population weighted,CDD/yr,2176.184484,2234.934444,2291.881321,2333.429595,2357.51187,2370.100627,2379.680902,2386.47422,2390.175955,2396.374345,2405.562365,2411.798405,2418.017855,2422.34333,2426.653648,2431.666708,2434.142786
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Difference,%,88.59011724,117.8474155,148.1534814,185.8009213,195.2127812,190.5068512,181.0949913,166.9772013,148.1534814,139.7903891,136.1332268,132.4760646,128.8189023,125.16174,121.5045777,119.6759966,116.0188343
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Difference|Land area weighted,%,73.6817749,98.31664109,123.8946137,156.0743312,164.1192606,160.0967959,152.0518665,139.9844724,123.8946137,116.7927907,113.7134325,110.6340742,107.5547159,104.4753576,101.3959994,99.85632022,96.77696195
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Difference|Population weighted,%,19.22866007,23.91206709,28.30707372,31.71919603,32.18943074,31.32981136,30.03472562,28.34851852,26.26751018,25.01043326,24.20316723,23.46138009,22.73020839,22.04165039,21.36219746,20.98151003,20.343863
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Risk score,risk score,3.459474373,3.776753924,4.06247851,4.127318336,4.143528293,4.135423314,4.119213358,4.094898423,4.06247851,4.014713588,3.975053644,3.9353937,3.895733756,3.856073812,3.816413868,3.796583896,3.756923952
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Risk score|Land area weighted,risk score,3.50182869,3.81367474,4.094351262,4.156841082,4.172463537,4.164652309,4.149029854,4.125596172,4.094351262,4.047559278,4.008578522,3.969597765,3.930617009,3.891636253,3.852655496,3.833165118,3.794184362
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (18.3C)|Hazard|Risk score|Population weighted,risk score,3.769855985,4.133400431,4.465198778,4.5837287,4.620275703,4.614783962,4.595361792,4.562006151,4.5145065,4.464519659,4.428558184,4.391862613,4.355223831,4.317978372,4.280772009,4.26442341,4.226342532
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Exposure|Land area,km2,25475278.37,27402169.66,29106918.63,29256671.41,29294109.6,29275390.5,29237952.31,29181795.02,29106918.63,28847338.12,28606476.71,28365615.3,28124753.89,27883892.48,27643031.07,27522600.36,27281738.95
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Exposure|Land area|%,%,72.95810516,78.47648792,83.35868205,83.78755584,83.89477429,83.84116506,83.73394662,83.57311895,83.35868205,82.61527499,81.92547714,81.2356793,80.54588145,79.85608361,79.16628576,78.82138684,78.131589
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Exposure|Population,people,3900094106,4315831222,4699311676,4803233372,4901136188,4940324135,4978411517,4961808702,4944134346,4860209898,4779605612,4673472064,4569536664,4449730635,4332048307,4222181667,4102103375
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Exposure|Population|%,%,86.47999517,92.74308428,97.96855553,98.14482778,98.19390303,98.17442817,98.13360091,98.0706084,97.98603358,97.36963439,96.80658242,96.26643701,95.75232133,95.25487047,94.77948324,94.57461747,94.12250261
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Absolute,CDD/yr,572.6567102,595.6384189,617.3899043,630.5298271,633.8148078,632.1723175,628.8873368,623.9598657,617.3899043,612.8747004,610.0019868,607.1292732,604.2565596,601.383846,598.5111325,597.0747757,594.2020621
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Absolute|Land area weighted,CDD/yr,613.005224,637.2239295,660.1448098,673.9809146,677.4399408,675.7104277,672.2514015,667.0628622,660.1448098,655.3879586,652.3606204,649.3332822,646.305944,643.2786058,640.2512677,638.7375986,635.7102604
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Absolute|Population weighted,CDD/yr,861.0482952,900.1313218,938.1802223,966.2268966,981.2564029,988.4222769,993.3150328,996.06861,996.4602435,999.0844742,1003.949638,1007.171146,1010.365181,1012.541087,1014.693109,1017.760188,1018.926874
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Difference,%,614.142262,1213.09727,1815.852069,2445.205401,2602.543734,2523.874567,2366.536234,2130.528735,1815.852069,1662.313526,1587.44415,1512.574774,1437.705398,1362.836022,1287.966646,1250.531958,1175.662582
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Difference|Land area weighted,%,577.1348933,1160.491198,1747.739262,2362.229644,2515.852239,2439.040941,2285.418346,2054.984453,1747.739262,1598.008426,1525.088888,1452.16935,1379.249812,1306.330274,1233.410736,1196.950967,1124.031429
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Difference|Population weighted,%,468.9628752,1003.205507,1561.498456,2164.094721,2346.61713,2305.049429,2185.017892,1978.783069,1688.111178,1551.681736,1491.84357,1429.638584,1365.990915,1297.523217,1228.043438,1193.918019,1120.565777
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Risk score,risk score,3.388698821,3.700354034,3.980994193,4.044528976,4.060412672,4.052470824,4.036587128,4.012761585,3.980994193,3.934095443,3.895138542,3.85618164,3.817224739,3.778267837,3.739310935,3.719832485,3.680875583
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Risk score|Land area weighted,risk score,3.427335826,3.733749509,4.00957872,4.071316629,4.086751107,4.079033868,4.063599391,4.040447675,4.00957872,3.963559771,3.925258061,3.886956351,3.84865464,3.81035293,3.772051219,3.752900364,3.714598654
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Cooling degree days (24C)|Hazard|Risk score|Population weighted,risk score,3.748149286,4.113770254,4.44798265,4.573408547,4.611887181,4.606138647,4.585857367,4.551131443,4.501864026,4.452059992,4.416917143,4.381003228,4.345176066,4.308762773,4.272414809,4.256888331,4.219717728
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Precipitation intensity index|Exposure|Land area,km2,5126578.337,5176998.801,5232831.462,5326549.497,5349979.005,5338264.251,5314834.742,5279690.479,5232831.462,5214814.15,5208511.592,5202209.034,5195906.476,5189603.918,5183301.359,5180150.08,5173847.522
IMAGE 3.3,LIFE-TP-v2,Asia and the Pacific,RIME|Precipitation intensity index|Exposure|Land area|%,%,14.68189811,14.8262962,14.98619417,15.25459124,15.32169051,15.28814088,15.22104161,15.1203927,14.98619417,14.93459477,14.91654501,14.89849525,14.88044549,14.86239572,14.84434596,14.83532108,14.81727132
